SAFETY_SCORE,YEAR,TOTAL_MILES_DONE,BATTERY_HEALTH,TYRE_PRESSURE,FUEL_LEVEL,OIL_LEVEL
94,2005,80345,AVERAGE,34,76,85
78,2008,33601,GOOD,30,43,48
68,2010,99783,AVERAGE,31,19,86
78,2011,35027,AVERAGE,34,46,98
96,2005,5220,AVERAGE,33,7,67
76,2009,91427,AVERAGE,31,73,79
62,2005,99783,AVERAGE,33,98,47
85,2013,5220,AVERAGE,30,40,98
85,2019,79777,AVERAGE,30,77,24
90,2005,65895,GOOD,30,2,98
85,2006,71408,AVERAGE,32,0,85
60,2014,43885,AVERAGE,31,58,98
58,2019,61496,GOOD,31,58,57
50,2012,5220,GOOD,31,1,59
50,2005,5220,AVERAGE,30,0,86
91,2016,27210,AVERAGE,33,0,98
61,2005,5220,AVERAGE,34,46,80
52,2005,64292,AVERAGE,31,98,86
54,2013,5220,AVERAGE,30,0,0
98,2011,86754,AVERAGE,31,29,75
67,2005,41264,AVERAGE,30,52,0
98,2005,22891,AVERAGE,30,14,35
98,2014,84069,AVERAGE,32,33,82
98,2005,85621,GOOD,33,23,83
50,2011,68861,GOOD,33,92,8
67,2013,54602,AVERAGE,30,34,43
50,2005,42769,AVERAGE,31,7,98
68,2005,5220,AVERAGE,32,35,98
94,2013,33770,AVERAGE,30,33,31
50,2014,70712,AVERAGE,31,57,79
98,2014,30845,AVERAGE,30,61,12
63,2007,81169,AVERAGE,31,54,98
98,2006,21745,AVERAGE,30,93,98
98,2014,99428,AVERAGE,33,22,79
54,2014,28276,AVERAGE,30,18,84
98,2012,5220,GOOD,30,0,98
68,2005,78859,AVERAGE,30,67,98
66,2020,5220,AVERAGE,34,24,53
54,2005,5220,AVERAGE,32,0,60
97,2013,50061,AVERAGE,30,17,98
50,2005,5220,GOOD,30,69,56
50,2013,99783,GOOD,31,54,31
50,2014,5220,AVERAGE,30,98,98
74,2006,21001,AVERAGE,31,0,98
51,2005,99783,AVERAGE,31,80,11
97,2013,5220,AVERAGE,31,0,98
75,2018,95145,AVERAGE,30,69,48
65,2020,46637,GOOD,31,98,34
98,2020,21919,AVERAGE,31,35,61
91,2005,5220,AVERAGE,31,0,98
89,2020,5220,GOOD,33,21,98
69,2009,26149,AVERAGE,34,37,0
96,2006,56041,GOOD,34,40,98
55,2012,36357,GOOD,33,0,36
59,2009,38941,AVERAGE,32,40,98
90,2005,39475,GOOD,33,0,83
75,2005,50327,GOOD,32,47,72
89,2013,99783,AVERAGE,31,0,98
50,2013,28023,GOOD,30,20,79
98,2005,33575,GOOD,30,18,98
98,2006,86028,AVERAGE,34,98,98
88,2009,5220,AVERAGE,31,18,57
57,2005,99783,AVERAGE,32,98,98
51,2005,99638,AVERAGE,30,62,40
83,2020,5220,AVERAGE,30,5,84
96,2011,57687,AVERAGE,30,73,83
50,2005,29677,GOOD,30,98,96
93,2019,72224,GOOD,32,27,18
78,2010,28777,AVERAGE,33,39,60
96,2013,5220,AVERAGE,30,47,52
52,2005,88209,AVERAGE,31,70,77
67,2014,59351,GOOD,30,0,98
50,2011,56392,AVERAGE,30,98,15
88,2005,95063,GOOD,34,98,65
75,2005,5220,AVERAGE,34,98,98
68,2005,55027,AVERAGE,34,14,57
66,2005,84777,GOOD,30,62,70
94,2005,59726,AVERAGE,30,98,81
50,2008,29588,GOOD,31,0,73
52,2005,31961,AVERAGE,31,28,98
50,2005,5220,GOOD,33,98,62
67,2020,78438,GOOD,31,8,98
64,2005,65427,GOOD,34,98,98
79,2015,36855,GOOD,31,0,49
54,2011,99783,AVERAGE,33,55,36
69,2013,5220,AVERAGE,32,0,78
65,2020,5220,GOOD,32,10,83
50,2020,14601,AVERAGE,31,34,61
84,2006,22891,AVERAGE,33,4,67
77,2010,5220,AVERAGE,32,5,20
91,2013,99783,GOOD,31,98,70
58,2009,79980,GOOD,30,71,0
50,2006,87481,AVERAGE,30,98,98
87,2008,5220,AVERAGE,31,0,98
64,2009,5220,AVERAGE,30,98,15
88,2005,20091,AVERAGE,31,0,0
94,2017,7711,AVERAGE,32,0,60
50,2020,5220,AVERAGE,34,30,98
50,2005,99783,AVERAGE,30,98,17
80,2010,45003,AVERAGE,30,98,82
50,2005,14541,GOOD,32,15,98
63,2019,35153,AVERAGE,31,3,0
55,2008,48059,AVERAGE,34,34,27
50,2006,5220,AVERAGE,34,0,6
57,2005,54409,GOOD,30,68,69
53,2020,33907,AVERAGE,31,53,35
81,2005,5220,GOOD,31,51,54
57,2020,55875,GOOD,32,64,30
98,2015,5220,AVERAGE,33,31,62
81,2008,66403,AVERAGE,30,19,98
94,2005,63019,GOOD,32,29,0
98,2020,57726,GOOD,32,36,98
89,2005,38015,GOOD,32,46,98
58,2009,99783,GOOD,31,98,76
55,2005,5220,AVERAGE,32,69,47
57,2014,63336,AVERAGE,33,0,25
73,2020,38670,AVERAGE,32,6,61
89,2009,28738,GOOD,32,31,27
59,2015,99783,AVERAGE,32,98,69
98,2013,15777,AVERAGE,33,75,56
89,2005,5220,AVERAGE,30,14,51
50,2009,73435,GOOD,34,98,98
84,2005,21579,AVERAGE,34,15,40
74,2005,23482,AVERAGE,34,0,98
92,2018,23600,AVERAGE,31,98,98
98,2020,5220,AVERAGE,33,0,15
98,2013,40031,GOOD,31,50,54
72,2019,99783,AVERAGE,34,98,98
52,2005,48155,AVERAGE,34,0,86
60,2012,5220,AVERAGE,31,49,39
50,2006,45384,AVERAGE,34,20,98
98,2013,38387,AVERAGE,34,85,33
93,2020,82857,AVERAGE,32,0,98
63,2010,29936,GOOD,32,86,98
85,2013,26573,AVERAGE,32,0,98
98,2012,18495,GOOD,33,4,37
56,2010,60838,GOOD,30,0,82
50,2020,54308,GOOD,30,6,98
50,2005,8967,AVERAGE,34,51,98
88,2014,26238,AVERAGE,32,0,98
67,2012,5220,AVERAGE,30,86,98
88,2005,5220,AVERAGE,30,89,72
78,2016,43063,GOOD,32,0,80
50,2016,65236,AVERAGE,33,98,6
73,2008,24379,AVERAGE,33,64,98
79,2013,5220,GOOD,30,98,38
98,2005,5220,AVERAGE,30,8,62
50,2013,21186,GOOD,31,20,98
68,2011,99783,AVERAGE,33,54,45
60,2017,28553,AVERAGE,31,98,77
98,2020,99783,GOOD,31,39,82
50,2014,40587,AVERAGE,34,64,61
61,2005,54235,AVERAGE,31,98,98
98,2007,44865,GOOD,30,0,49
83,2012,82993,AVERAGE,31,30,61
58,2015,47012,AVERAGE,33,98,98
50,2013,86854,AVERAGE,31,98,98
50,2020,5220,GOOD,34,41,27
78,2005,5220,AVERAGE,34,0,98
98,2008,77010,AVERAGE,30,37,98
71,2012,17636,AVERAGE,34,52,13
61,2020,99783,AVERAGE,30,69,63
65,2005,22985,GOOD,32,4,98
50,2020,88530,GOOD,32,98,50
62,2012,62471,AVERAGE,32,98,82
50,2005,89118,AVERAGE,30,36,79
89,2020,5220,AVERAGE,32,0,4
62,2007,5220,AVERAGE,31,96,98
90,2005,5220,AVERAGE,31,16,57
54,2005,5220,GOOD,30,56,98
57,2010,52880,AVERAGE,32,45,81
68,2011,32515,GOOD,33,0,84
50,2007,16471,GOOD,31,98,98
98,2013,58416,AVERAGE,31,98,43
50,2016,5220,GOOD,32,98,98
54,2008,35407,AVERAGE,34,98,33
82,2005,41425,AVERAGE,34,21,98
62,2020,99783,GOOD,32,84,65
98,2005,15259,AVERAGE,30,0,53
78,2010,5220,GOOD,33,0,64
67,2005,90394,AVERAGE,33,7,98
51,2013,5220,GOOD,30,98,98
50,2014,52308,AVERAGE,32,7,98
76,2009,5220,GOOD,32,0,92
83,2013,61445,GOOD,31,47,98
86,2011,5220,AVERAGE,32,9,72
50,2008,70459,GOOD,34,15,71
55,2005,5220,AVERAGE,30,34,65
53,2011,5220,AVERAGE,32,3,84
91,2005,89959,AVERAGE,32,67,86
98,2005,37989,AVERAGE,30,6,98
66,2007,69774,AVERAGE,31,63,98
54,2005,71832,AVERAGE,34,0,83
80,2005,5220,AVERAGE,33,10,96
50,2006,20021,AVERAGE,33,62,0
78,2005,77369,AVERAGE,31,39,43
50,2007,27330,GOOD,32,14,98
56,2012,86950,AVERAGE,32,31,86
79,2017,5220,AVERAGE,34,30,0
51,2014,26552,GOOD,32,36,14
54,2007,44830,AVERAGE,31,0,98
90,2020,7552,AVERAGE,30,34,98
64,2017,95229,AVERAGE,34,98,98
50,2013,39327,AVERAGE,34,49,98
50,2005,5220,GOOD,31,11,87
98,2008,81478,GOOD,33,0,98
87,2014,5220,AVERAGE,34,0,19
50,2009,5220,GOOD,34,98,80
98,2010,15543,GOOD,32,25,98
88,2014,14155,AVERAGE,32,98,20
51,2020,36959,AVERAGE,33,43,14
63,2011,99783,AVERAGE,32,88,98
57,2020,56469,GOOD,34,30,75
50,2006,78929,GOOD,31,0,80
88,2018,28393,AVERAGE,30,0,88
58,2005,38838,GOOD,34,0,65
54,2005,5220,AVERAGE,30,8,63
85,2010,99783,AVERAGE,32,10,13
58,2005,40567,AVERAGE,34,54,98
62,2014,15648,AVERAGE,34,13,76
50,2006,92911,GOOD,32,68,98
84,2005,5220,AVERAGE,31,33,98
95,2014,18688,AVERAGE,32,61,22
50,2020,27859,AVERAGE,32,18,67
84,2011,24622,AVERAGE,30,8,58
50,2010,30846,GOOD,31,54,77
50,2005,5220,AVERAGE,31,0,92
91,2005,99783,AVERAGE,30,0,0
55,2020,99783,AVERAGE,32,65,25
94,2008,5220,AVERAGE,33,0,68
82,2010,96902,AVERAGE,30,61,58
50,2012,43701,AVERAGE,34,53,62
83,2008,23463,AVERAGE,33,0,98
79,2005,39990,GOOD,32,98,84
56,2013,32977,GOOD,34,98,98
80,2005,5220,GOOD,30,64,0
71,2009,70466,AVERAGE,33,37,77
64,2005,99783,GOOD,32,48,98
50,2005,99783,AVERAGE,34,8,98
56,2009,99783,AVERAGE,33,56,70
86,2020,89706,AVERAGE,30,4,98
91,2005,89857,AVERAGE,31,89,82
73,2020,62874,GOOD,31,98,98
79,2005,34097,AVERAGE,32,3,98
50,2005,47523,AVERAGE,34,94,98
53,2020,5220,AVERAGE,30,0,24
98,2005,95968,AVERAGE,32,68,26
65,2012,58808,AVERAGE,32,0,67
90,2011,5220,AVERAGE,31,38,48
52,2006,89062,AVERAGE,32,98,96
84,2014,5220,GOOD,34,15,48
56,2013,99783,GOOD,30,59,91
63,2020,5220,GOOD,32,0,98
52,2018,41759,GOOD,30,1,75
76,2005,5220,GOOD,31,0,75
62,2020,5220,GOOD,30,0,18
87,2013,26139,GOOD,32,59,2
50,2009,27546,AVERAGE,34,0,98
82,2020,99783,AVERAGE,31,34,98
98,2006,52983,AVERAGE,30,0,98
67,2010,72090,AVERAGE,33,21,54
95,2014,94246,GOOD,30,39,98
55,2012,5220,AVERAGE,31,98,13
58,2010,36419,GOOD,32,50,63
83,2011,44267,GOOD,31,44,57
62,2020,89134,AVERAGE,30,70,0
52,2005,24907,AVERAGE,31,15,29
50,2013,48712,AVERAGE,31,43,98
98,2017,5220,AVERAGE,30,0,98
98,2012,53570,AVERAGE,31,11,98
50,2005,57845,AVERAGE,33,78,80
73,2015,5220,AVERAGE,34,1,98
60,2011,58563,AVERAGE,34,18,66
86,2012,56695,GOOD,31,52,78
52,2005,74656,GOOD,33,61,90
98,2005,5220,AVERAGE,34,0,79
77,2005,33204,AVERAGE,34,41,66
78,2005,17531,GOOD,32,0,0
54,2014,5220,GOOD,32,0,74
98,2010,31833,GOOD,31,0,0
98,2005,66516,AVERAGE,31,43,51
56,2005,44132,AVERAGE,30,30,83
79,2008,23960,AVERAGE,34,59,81
50,2005,52285,AVERAGE,34,62,75
83,2005,99783,AVERAGE,31,0,82
88,2005,21376,AVERAGE,31,34,44
90,2005,5220,GOOD,30,53,98
57,2009,5220,AVERAGE,34,0,63
78,2017,45005,AVERAGE,30,79,29
77,2005,15501,AVERAGE,33,0,98
56,2013,5220,AVERAGE,31,0,98
66,2005,5220,GOOD,30,89,98
74,2014,42168,AVERAGE,34,25,98
67,2008,99783,GOOD,30,67,98
84,2005,42802,AVERAGE,31,55,77
88,2013,56293,AVERAGE,34,76,81
50,2008,92863,GOOD,30,43,0
50,2008,5220,AVERAGE,31,66,16
95,2013,5220,AVERAGE,33,94,24
77,2012,31301,GOOD,31,98,98
59,2020,5220,AVERAGE,32,6,17
62,2010,82741,AVERAGE,30,93,98
53,2018,5220,GOOD,30,0,0
63,2013,79824,GOOD,30,61,41
54,2005,45765,GOOD,33,55,98
50,2013,34215,GOOD,31,48,98
98,2020,5220,GOOD,34,0,27
75,2013,20209,GOOD,30,8,23
50,2005,69204,AVERAGE,31,48,39
98,2005,89139,AVERAGE,34,11,74
56,2005,55180,AVERAGE,32,62,98
51,2019,5220,AVERAGE,30,67,98
62,2018,5220,AVERAGE,33,20,49
56,2020,55813,AVERAGE,32,0,98
89,2011,45687,AVERAGE,31,0,98
50,2011,65849,AVERAGE,31,92,71
98,2006,36643,AVERAGE,31,0,79
98,2005,40971,AVERAGE,30,0,59
50,2005,99783,GOOD,31,27,50
50,2012,21304,AVERAGE,32,70,98
81,2020,54855,AVERAGE,33,61,98
60,2017,73670,GOOD,33,1,58
73,2005,72729,GOOD,31,50,70
98,2007,16948,AVERAGE,32,0,59
98,2010,5220,GOOD,31,0,98
50,2014,74346,AVERAGE,31,68,98
56,2013,5220,GOOD,30,0,98
50,2013,79312,GOOD,32,70,98
93,2005,70101,AVERAGE,30,42,26
51,2016,26881,AVERAGE,34,98,98
98,2005,9685,GOOD,30,42,98
98,2009,24758,AVERAGE,31,4,98
50,2016,41102,AVERAGE,33,53,15
75,2005,56098,AVERAGE,32,7,86
91,2005,71893,GOOD,31,0,65
98,2005,5220,GOOD,32,54,0
98,2020,36927,AVERAGE,31,11,98
85,2011,66287,AVERAGE,33,11,98
54,2020,99783,AVERAGE,30,7,32
64,2013,90968,AVERAGE,30,19,0
64,2007,9482,AVERAGE,30,34,98
98,2005,5220,AVERAGE,31,13,86
50,2019,36445,AVERAGE,33,58,0
98,2011,56161,AVERAGE,32,0,73
50,2007,5220,AVERAGE,31,98,39
77,2016,47723,GOOD,32,0,45
70,2005,26801,AVERAGE,33,71,44
56,2020,5220,AVERAGE,30,0,35
70,2007,73094,GOOD,30,33,69
50,2011,22343,GOOD,32,98,0
50,2008,88316,AVERAGE,32,70,0
93,2005,14735,AVERAGE,30,0,98
70,2012,5220,GOOD,30,98,0
50,2017,5220,AVERAGE,31,0,98
60,2009,5220,GOOD,33,6,92
98,2005,93296,AVERAGE,33,57,30
50,2006,26076,AVERAGE,32,16,84
89,2005,99783,AVERAGE,31,0,98
50,2005,24542,AVERAGE,31,0,77
63,2007,16757,AVERAGE,34,98,65
69,2012,25375,AVERAGE,31,69,79
98,2006,5220,AVERAGE,34,9,42
88,2007,5220,GOOD,31,82,75
98,2005,82945,AVERAGE,31,92,98
50,2020,39333,AVERAGE,30,29,98
98,2015,32103,AVERAGE,31,0,98
80,2009,25323,AVERAGE,30,92,98
62,2005,83437,AVERAGE,30,0,71
61,2005,5220,GOOD,34,27,54
52,2020,33735,GOOD,31,84,50
53,2012,35956,AVERAGE,34,98,38
73,2009,38664,AVERAGE,31,44,75
79,2011,11066,GOOD,30,45,63
85,2005,61064,AVERAGE,34,95,56
98,2020,80333,AVERAGE,32,61,83
92,2016,33420,AVERAGE,31,27,98
50,2011,34379,GOOD,33,54,32
54,2012,72987,AVERAGE,32,0,98
98,2008,5220,AVERAGE,31,50,98
80,2020,79221,AVERAGE,30,59,89
93,2017,80664,AVERAGE,31,9,23
50,2005,99783,AVERAGE,34,0,0
71,2005,47006,AVERAGE,30,23,98
83,2007,36149,AVERAGE,33,90,98
73,2005,66091,AVERAGE,31,2,85
79,2011,5220,AVERAGE,31,0,59
83,2006,92448,AVERAGE,33,86,86
98,2020,63789,AVERAGE,33,1,97
73,2020,36893,GOOD,33,25,98
50,2007,39759,AVERAGE,31,98,82
98,2005,36421,AVERAGE,32,2,62
56,2014,11125,AVERAGE,32,0,31
98,2010,5220,AVERAGE,30,1,58
58,2010,99783,AVERAGE,30,0,98
84,2014,40231,AVERAGE,33,58,40
50,2010,5220,GOOD,31,14,98
96,2020,48048,AVERAGE,32,85,46
81,2008,5220,GOOD,34,20,0
50,2020,68568,AVERAGE,32,98,11
98,2005,21811,AVERAGE,30,0,98
50,2005,17911,AVERAGE,32,0,98
68,2011,79758,AVERAGE,32,68,59
50,2011,54234,AVERAGE,33,74,0
67,2020,29313,AVERAGE,31,46,54
50,2020,5220,AVERAGE,33,62,91
85,2005,32540,GOOD,34,97,98
50,2008,25915,AVERAGE,30,34,0
75,2007,32091,AVERAGE,31,21,45
60,2020,5220,AVERAGE,33,68,17
81,2005,54603,GOOD,30,24,71
71,2013,5220,AVERAGE,32,0,77
67,2005,50271,GOOD,33,54,86
50,2009,27567,AVERAGE,34,4,98
50,2011,5220,GOOD,30,98,40
50,2017,53803,AVERAGE,31,18,20
50,2013,22868,AVERAGE,30,56,21
57,2020,67765,AVERAGE,31,38,98
50,2009,70418,AVERAGE,31,59,98
54,2008,30390,AVERAGE,34,79,0
50,2015,88274,AVERAGE,33,98,98
58,2005,5220,GOOD,32,14,98
84,2012,5220,AVERAGE,34,91,41
98,2012,5220,AVERAGE,34,0,98
88,2005,5220,GOOD,30,0,15
50,2005,5220,AVERAGE,34,98,62
82,2020,22168,GOOD,32,98,40
82,2009,73302,AVERAGE,30,68,98
73,2007,50562,GOOD,34,19,98
97,2008,5220,AVERAGE,32,12,98
50,2009,99783,GOOD,30,98,44
91,2005,29992,AVERAGE,30,3,98
50,2012,99783,AVERAGE,30,0,86
50,2005,5220,GOOD,31,98,0
81,2005,99783,AVERAGE,30,0,12
59,2013,99783,AVERAGE,31,0,98
71,2009,80569,GOOD,30,45,29
68,2020,86711,GOOD,30,76,98
89,2010,57672,AVERAGE,30,29,0
68,2005,5220,GOOD,31,60,81
85,2007,5220,AVERAGE,33,0,98
57,2005,5220,GOOD,32,52,63
98,2005,30257,AVERAGE,33,4,81
53,2005,75763,GOOD,31,32,69
67,2005,5220,AVERAGE,30,44,38
97,2011,88902,AVERAGE,34,57,51
75,2013,5220,GOOD,33,32,60
53,2020,5220,AVERAGE,33,57,98
98,2020,5220,AVERAGE,32,37,97
50,2005,5220,GOOD,34,40,61
74,2014,83910,AVERAGE,31,43,77
98,2015,79754,GOOD,33,19,98
82,2005,22153,GOOD,31,3,85
70,2011,76609,GOOD,32,49,89
98,2007,99783,AVERAGE,30,32,98
50,2014,5220,GOOD,34,98,98
50,2006,99783,AVERAGE,30,70,38
88,2005,74350,AVERAGE,31,76,78
51,2008,5220,AVERAGE,31,24,98
98,2017,5220,GOOD,31,0,0
98,2010,47726,GOOD,31,0,98
93,2020,69031,AVERAGE,31,34,41
50,2007,5220,GOOD,34,98,98
90,2011,67988,AVERAGE,33,40,30
60,2013,93815,AVERAGE,31,6,98
56,2011,31834,AVERAGE,32,69,42
98,2005,5220,GOOD,33,0,98
50,2013,50225,AVERAGE,30,9,0
63,2005,99731,AVERAGE,32,14,39
69,2018,99783,GOOD,31,84,98
52,2007,26012,GOOD,30,0,98
82,2011,68209,AVERAGE,33,22,95
61,2005,61073,AVERAGE,31,98,46
80,2006,44753,AVERAGE,31,68,91
98,2020,5220,AVERAGE,34,1,98
51,2012,5220,GOOD,33,52,98
50,2012,5220,AVERAGE,32,65,33
53,2005,5220,GOOD,34,53,18
82,2006,78510,AVERAGE,32,24,0
98,2020,34122,AVERAGE,30,0,98
50,2005,99783,AVERAGE,34,0,98
66,2014,5220,GOOD,32,0,98
73,2020,33545,AVERAGE,33,20,0
79,2006,23298,GOOD,34,0,25
50,2012,5220,GOOD,30,79,98
50,2013,65232,AVERAGE,30,55,98
88,2012,5220,GOOD,30,0,84
67,2008,47459,AVERAGE,32,32,76
54,2018,99783,AVERAGE,32,98,98
51,2007,59495,GOOD,31,35,29
89,2005,99783,GOOD,34,63,98
83,2005,5220,GOOD,34,0,68
51,2005,23550,GOOD,34,98,73
50,2005,5220,GOOD,33,36,53
92,2020,5220,AVERAGE,32,98,98
91,2005,72359,GOOD,32,0,76
55,2020,12735,AVERAGE,32,0,50
71,2009,91753,GOOD,30,98,98
93,2007,42854,AVERAGE,32,0,28
70,2017,35520,GOOD,30,38,0
81,2005,5220,AVERAGE,33,0,98
86,2010,65406,AVERAGE,32,0,98
70,2012,18582,AVERAGE,33,88,98
50,2020,26413,GOOD,31,62,80
69,2005,99783,AVERAGE,32,3,98
59,2014,51507,AVERAGE,33,98,63
50,2005,39408,AVERAGE,34,75,1
50,2012,76402,AVERAGE,33,98,21
50,2005,5220,AVERAGE,30,18,73
68,2020,99783,AVERAGE,30,98,54
98,2020,89452,GOOD,33,15,48
98,2005,5220,GOOD,31,50,98
50,2013,5220,GOOD,30,60,80
91,2005,5220,GOOD,30,0,15
87,2005,5220,AVERAGE,32,98,98
81,2010,5220,GOOD,33,0,75
54,2010,91160,GOOD,31,66,50
50,2020,23237,AVERAGE,30,10,98
58,2014,7100,GOOD,33,98,82
50,2005,25861,AVERAGE,34,68,0
50,2012,99064,AVERAGE,31,71,55
78,2016,5220,GOOD,34,34,86
50,2009,54457,AVERAGE,30,98,98
50,2005,75995,AVERAGE,33,6,98
65,2012,55772,GOOD,30,0,98
52,2018,5220,GOOD,34,8,63
65,2020,22282,AVERAGE,32,84,96
85,2005,84261,GOOD,30,47,71
72,2017,22467,AVERAGE,34,31,96
50,2010,38408,AVERAGE,34,98,38
82,2005,79003,GOOD,30,4,87
65,2011,42844,GOOD,31,98,29
50,2005,8897,AVERAGE,31,0,98
50,2012,34153,AVERAGE,30,98,64
64,2005,99783,AVERAGE,31,98,42
82,2005,99783,AVERAGE,30,20,98
61,2007,10065,GOOD,32,98,88
98,2009,29478,AVERAGE,30,2,98
98,2007,82208,AVERAGE,32,52,98
56,2005,93456,AVERAGE,30,98,98
81,2005,28897,AVERAGE,32,0,98
59,2005,5220,AVERAGE,31,0,98
78,2020,5220,AVERAGE,32,0,97
50,2005,5220,AVERAGE,33,45,19
92,2013,5220,AVERAGE,33,0,98
50,2014,42005,AVERAGE,33,98,70
50,2011,7970,AVERAGE,33,98,0
70,2008,70189,AVERAGE,33,71,25
88,2005,5220,GOOD,31,55,98
55,2010,5220,AVERAGE,34,40,58
75,2012,39032,AVERAGE,32,98,0
50,2015,98525,GOOD,30,42,98
60,2014,21708,GOOD,31,25,98
95,2007,63691,AVERAGE,30,25,48
50,2008,5220,AVERAGE,31,98,98
60,2005,62041,AVERAGE,32,24,98
77,2005,91365,GOOD,30,19,98
54,2014,5220,GOOD,33,0,71
82,2005,29198,GOOD,31,0,98
54,2005,11129,AVERAGE,30,57,22
95,2011,63830,GOOD,32,98,81
79,2005,19543,GOOD,32,20,62
69,2005,99783,AVERAGE,30,31,46
50,2009,5220,AVERAGE,31,0,56
73,2010,5220,GOOD,31,96,96
65,2012,59013,GOOD,32,71,98
62,2007,5220,AVERAGE,32,14,27
98,2011,49904,GOOD,34,0,41
98,2009,99783,AVERAGE,32,0,98
98,2005,5220,AVERAGE,32,15,98
70,2013,67719,AVERAGE,34,98,26
85,2005,5220,GOOD,31,0,98
50,2020,47699,AVERAGE,32,98,0
50,2012,86821,AVERAGE,34,27,98
89,2006,65981,AVERAGE,31,0,98
77,2008,5220,AVERAGE,30,46,98
98,2005,35341,GOOD,32,0,98
50,2005,99783,AVERAGE,33,98,98
58,2009,30306,GOOD,30,0,81
50,2005,99783,AVERAGE,30,63,0
98,2009,99783,AVERAGE,31,43,98
66,2011,26179,AVERAGE,31,0,77
55,2020,28228,AVERAGE,33,5,98
60,2017,6500,AVERAGE,30,0,98
81,2005,54177,AVERAGE,31,0,36
50,2005,73262,GOOD,30,85,61
83,2005,24113,GOOD,30,0,51
74,2008,60811,AVERAGE,31,28,65
81,2005,99783,AVERAGE,30,51,98
96,2005,5220,AVERAGE,32,0,65
61,2007,67748,AVERAGE,32,62,98
88,2005,11298,AVERAGE,34,66,20
75,2005,18150,AVERAGE,30,0,98
98,2012,99783,AVERAGE,30,50,68
98,2020,45780,GOOD,30,31,98
50,2010,98372,AVERAGE,31,4,66
79,2019,76354,AVERAGE,32,55,98
98,2019,46846,GOOD,33,31,52
98,2005,17941,GOOD,34,57,75
80,2005,99783,GOOD,33,67,98
57,2010,30943,AVERAGE,33,36,0
50,2016,99783,AVERAGE,32,3,95
83,2005,25095,AVERAGE,34,19,98
68,2015,74332,AVERAGE,31,4,81
92,2010,99783,AVERAGE,31,18,98
50,2012,86380,GOOD,34,67,0
75,2005,78367,AVERAGE,33,0,98
64,2005,21317,GOOD,34,0,71
98,2020,64354,AVERAGE,30,61,14
50,2020,5220,AVERAGE,33,98,0
53,2005,89564,GOOD,31,0,98
72,2011,33076,AVERAGE,31,6,85
92,2006,55888,GOOD,33,75,98
91,2009,89534,AVERAGE,30,98,98
98,2013,5220,AVERAGE,32,98,0
70,2005,24300,AVERAGE,32,19,84
61,2013,5220,AVERAGE,30,0,31
95,2006,76087,AVERAGE,32,98,27
56,2020,21524,AVERAGE,34,76,69
98,2016,63329,AVERAGE,30,68,50
76,2017,28664,GOOD,30,56,98
80,2008,5220,AVERAGE,34,98,18
90,2011,5220,AVERAGE,32,22,82
98,2009,89994,AVERAGE,31,37,60
79,2015,79181,AVERAGE,30,0,98
66,2005,83846,AVERAGE,32,0,83
94,2005,24455,GOOD,31,0,98
77,2005,39608,AVERAGE,30,49,82
98,2010,8148,AVERAGE,31,13,46
67,2020,44125,AVERAGE,30,62,57
88,2006,5220,AVERAGE,32,0,29
76,2013,33566,AVERAGE,31,16,39
91,2011,5220,AVERAGE,30,8,51
98,2013,71793,AVERAGE,34,98,37
50,2005,69227,AVERAGE,34,13,67
85,2020,19793,AVERAGE,30,98,23
98,2020,84990,AVERAGE,31,0,98
50,2005,99783,AVERAGE,31,68,11
65,2007,72264,AVERAGE,30,67,98
98,2005,5220,AVERAGE,33,0,98
94,2005,20826,AVERAGE,31,56,98
89,2005,31084,AVERAGE,34,65,51
50,2005,73402,GOOD,32,64,59
50,2005,8288,AVERAGE,34,31,39
84,2017,47469,GOOD,33,75,91
56,2013,41028,AVERAGE,31,98,70
50,2011,21927,GOOD,30,98,98
50,2005,14976,AVERAGE,34,0,98
50,2020,99783,GOOD,32,53,98
67,2013,41574,AVERAGE,30,42,0
84,2005,17056,AVERAGE,30,0,98
50,2014,53175,AVERAGE,31,35,98
88,2008,20027,GOOD,30,55,81
90,2005,97716,AVERAGE,34,0,78
77,2005,86846,AVERAGE,33,43,98
76,2013,5220,AVERAGE,31,14,46
55,2005,13251,AVERAGE,32,0,98
82,2012,5220,AVERAGE,32,78,89
98,2005,78993,AVERAGE,32,77,98
80,2013,49265,AVERAGE,31,0,54
74,2007,50520,GOOD,31,98,98
50,2016,44570,AVERAGE,30,98,0
60,2009,42958,GOOD,30,98,69
73,2020,51729,AVERAGE,33,7,98
91,2005,5220,GOOD,34,50,54
91,2005,62173,AVERAGE,31,21,98
76,2013,5220,AVERAGE,34,0,98
74,2006,75559,AVERAGE,31,98,98
67,2014,40439,AVERAGE,30,55,0
98,2005,39904,GOOD,30,50,13
55,2009,5220,AVERAGE,34,0,64
53,2005,99783,AVERAGE,34,36,74
98,2005,99783,AVERAGE,33,0,98
78,2012,40591,AVERAGE,33,0,59
89,2016,29644,AVERAGE,33,0,44
72,2016,74239,AVERAGE,30,98,33
98,2005,91098,AVERAGE,30,0,98
80,2015,5220,AVERAGE,34,36,26
93,2017,99783,GOOD,30,18,69
52,2020,55780,AVERAGE,31,98,98
69,2014,99783,AVERAGE,32,71,98
95,2014,24764,GOOD,34,91,0
69,2005,32160,GOOD,34,98,54
65,2005,20239,AVERAGE,33,0,57
98,2014,19885,GOOD,33,66,98
