AGE,NUMBER_OF_TRIPS,TOTAL_MILES_DONE,SPEEDING,SEATBELT,SAFETY_SCORE
54,68,238861,39,71,45
48,993,6478,56,74,78
45,13,471707,24,7,76
22,874,999370,26,62,45
18,13,719874,24,22,45
47,447,356489,43,30,45
34,17,691511,74,74,54
34,506,520294,18,68,45
35,13,573570,20,25,50
51,478,374820,24,47,61
18,264,999370,74,52,45
40,993,83698,54,74,45
54,322,748962,37,74,45
18,551,552103,66,20,51
45,647,606840,38,66,45
18,255,6478,25,74,98
27,80,999370,4,0,55
18,108,6478,10,53,45
42,538,498948,30,69,50
54,993,6478,61,74,45
49,375,111081,14,74,62
18,167,189802,0,74,62
54,446,469563,59,60,76
54,656,665194,49,47,59
36,993,491638,0,0,45
45,561,562206,55,0,45
22,993,440189,58,74,75
52,993,723576,28,74,98
45,636,393700,53,72,63
41,993,6478,74,46,45
41,993,656816,28,39,45
39,142,97367,0,71,61
38,229,731493,53,73,45
54,514,131808,47,0,73
21,600,605021,0,74,45
27,605,105053,74,62,45
34,993,709186,54,16,69
53,13,105689,0,74,45
47,414,159013,0,74,56
41,13,386376,9,74,63
43,516,114789,74,74,86
39,13,77854,0,18,69
54,13,479669,15,74,45
28,13,999370,23,72,45
37,13,770465,6,34,48
54,332,6478,1,74,53
45,993,282225,65,72,67
54,13,6478,40,22,52
54,993,575907,55,74,45
33,263,424472,7,26,46
54,366,225977,32,62,66
44,680,475994,13,60,64
18,323,821147,37,71,49
19,457,190212,10,37,63
35,13,201681,13,0,45
45,993,999370,72,0,45
54,993,572127,11,52,61
54,13,393514,0,0,57
54,13,555650,0,74,45
18,359,712756,42,57,45
54,580,430797,0,74,98
36,407,635792,74,12,45
54,508,195409,0,69,45
54,726,696571,26,0,75
54,72,520469,24,74,45
18,13,208639,8,74,61
41,13,672570,0,32,73
54,207,424487,74,74,50
54,993,576285,46,74,62
54,993,29288,51,74,98
31,217,469153,35,74,45
41,13,11230,14,27,45
19,44,449638,55,74,72
35,269,324149,31,9,48
18,219,74501,48,49,77
38,604,491785,11,74,66
53,239,475245,28,74,45
28,928,6478,25,40,45
18,993,624472,60,74,63
18,13,193618,0,0,45
54,993,6478,74,74,77
54,16,6478,21,12,77
30,472,6478,28,17,74
47,13,51213,0,74,45
30,13,315440,0,0,63
47,993,502133,54,74,47
18,993,716610,0,42,45
54,13,593209,11,0,64
30,175,721598,0,74,68
18,316,576283,0,36,45
53,13,461203,0,74,45
54,932,966177,74,7,45
46,107,925965,40,25,54
28,325,317670,9,74,61
44,425,558405,9,74,45
43,170,6478,9,64,45
27,283,146794,60,25,70
43,993,238629,74,65,77
32,331,370422,56,52,72
18,900,6478,0,74,75
41,211,376493,17,72,49
39,712,725212,43,14,51
47,298,154804,37,74,98
54,13,6478,70,74,55
53,638,999370,0,17,98
18,759,999370,11,74,45
35,342,288572,74,70,45
18,993,6478,74,60,48
46,13,343928,38,57,57
24,270,77914,31,0,53
44,454,272591,18,74,48
41,873,6478,2,74,55
18,993,6478,37,74,45
46,573,764469,74,27,45
53,993,6478,74,74,45
48,820,415883,73,72,71
46,543,658886,0,30,45
52,283,475373,74,47,45
49,967,199126,20,74,62
27,426,6478,64,21,66
54,19,178223,9,74,72
54,484,713116,71,70,45
45,26,893741,24,0,48
54,862,683832,28,74,98
54,13,200482,74,34,98
23,510,641014,6,0,63
19,49,919294,0,74,96
54,455,280880,18,63,82
44,13,95080,0,74,78
45,276,415297,59,69,68
18,993,543048,59,42,66
54,957,999370,74,0,53
18,13,6478,1,74,61
25,663,6478,69,0,60
41,918,293422,11,74,45
54,993,350871,44,74,45
26,993,727602,0,48,45
45,127,90015,39,26,89
46,13,6478,40,59,60
35,993,528409,13,56,45
18,792,639876,10,52,60
48,993,241964,40,74,78
54,13,6478,7,74,75
53,48,122783,0,74,98
32,159,615930,0,0,45
33,993,999370,0,26,45
46,500,375826,72,22,45
44,193,6478,36,73,67
38,993,6478,50,74,45
45,993,999370,8,74,45
54,13,482250,54,0,62
54,600,214349,50,74,75
18,327,523908,9,70,45
46,318,6478,19,56,45
54,993,606906,72,37,45
42,13,483568,0,31,45
54,993,424554,46,70,95
39,504,6478,15,0,45
18,993,435844,57,36,73
18,693,227546,11,41,66
45,993,6478,39,65,71
54,993,269925,2,7,50
18,64,35658,30,74,77
35,13,38591,48,62,45
33,13,999370,0,36,45
45,202,6478,65,74,97
35,436,999370,15,0,45
45,330,258205,48,74,68
54,406,440943,0,34,45
18,993,592430,74,74,54
48,665,426617,33,29,98
18,993,653001,5,74,45
18,576,44429,20,74,45
44,569,97821,8,62,46
54,842,386682,67,53,98
54,310,6478,65,74,98
18,13,6478,0,74,80
25,85,579711,0,22,67
19,13,999370,13,32,54
44,993,999370,65,41,59
46,38,613856,18,42,45
54,993,463896,72,74,78
54,242,558047,0,27,45
47,335,6478,13,74,53
47,13,135575,3,74,98
18,140,81115,65,74,45
54,168,184056,24,74,98
54,293,386822,0,40,73
42,587,6478,0,51,67
18,680,565271,63,57,95
34,135,374918,14,44,46
52,13,256499,0,74,45
39,878,97080,51,0,47
48,13,6478,0,74,78
21,452,17731,60,72,45
21,500,447100,74,74,47
44,548,999370,54,44,61
48,993,999370,67,74,46
41,123,6478,26,68,66
21,578,772881,14,0,67
54,993,855680,27,74,49
32,13,488045,47,74,47
40,157,407852,74,74,69
39,62,633192,0,60,45
33,13,703312,0,74,60
42,993,694667,0,61,64
38,410,6478,41,34,98
28,13,208376,0,74,78
32,330,904836,58,0,47
54,412,271253,46,33,55
54,255,228589,26,25,75
54,993,6478,5,49,72
47,710,725201,20,71,45
20,621,6478,36,74,63
26,820,613007,54,40,45
42,492,6478,0,0,73
43,13,6478,7,67,66
54,363,714132,0,40,68
28,993,587569,0,74,45
54,993,365795,50,41,60
23,909,42930,31,74,68
21,218,722593,27,74,45
32,99,999370,29,74,45
22,66,999370,0,46,45
54,467,6478,74,24,96
54,306,812287,17,58,45
33,511,27398,72,74,83
18,81,676431,19,74,45
31,196,999370,22,74,60
54,13,6478,64,74,45
18,993,851432,33,66,98
37,636,999370,7,74,45
54,711,709478,73,51,45
18,13,543477,22,74,69
54,993,6478,74,74,77
54,993,780919,19,74,75
54,328,7345,0,74,45
47,993,6478,45,74,98
18,97,442766,12,29,45
47,387,94650,45,74,55
54,993,827962,74,47,56
54,529,483480,0,74,55
54,69,340371,63,34,47
29,519,823570,16,35,62
44,559,410086,74,2,60
19,100,74395,0,74,97
18,141,230243,44,74,45
54,521,576744,0,36,69
36,151,705882,21,0,68
46,779,920109,31,36,45
18,13,999370,23,56,52
48,23,679613,0,2,45
54,785,108980,43,74,63
54,993,331771,8,74,98
48,228,288557,0,72,45
45,455,999370,16,34,65
54,178,999370,53,56,45
38,510,999370,7,9,45
43,339,104975,8,0,98
54,382,89842,30,74,64
54,463,820199,43,74,62
23,453,150256,27,67,45
47,370,535489,43,74,45
44,58,183272,0,74,53
18,15,999370,17,13,80
54,13,204970,0,74,45
37,326,189336,12,69,71
26,525,632105,41,3,76
48,993,123537,54,31,48
18,13,539556,0,50,45
54,630,180701,51,66,82
33,13,705524,7,22,45
43,993,300305,55,65,72
47,13,999370,10,0,45
18,222,565084,74,41,45
18,285,591736,51,74,45
39,806,324458,0,74,63
54,993,989797,27,32,63
34,13,999370,19,29,50
47,993,471759,73,60,66
36,963,212185,59,28,62
18,103,6478,25,55,97
54,301,6478,44,41,45
40,74,999370,60,49,65
43,13,6478,50,66,58
39,13,6478,0,74,45
18,221,202397,54,0,45
54,100,6478,20,74,61
50,987,6478,68,30,45
41,361,999370,21,74,48
47,13,999370,24,0,45
34,993,585143,0,13,45
53,609,6478,21,74,49
26,515,559267,0,74,64
45,164,6478,42,74,45
54,66,7206,0,74,45
54,149,6478,35,74,45
26,61,581392,16,62,69
26,13,367913,39,74,45
18,627,999370,71,51,67
46,53,999370,15,0,90
30,663,599890,36,55,67
54,13,81273,30,63,45
54,565,165988,22,41,93
18,537,615120,12,66,45
48,52,60650,49,74,45
45,993,688566,0,54,45
40,576,6478,11,22,59
54,993,999370,47,74,88
18,119,406095,41,46,45
18,480,972080,30,74,45
45,13,999370,0,22,45
41,321,123472,0,56,72
26,13,614715,22,61,45
18,13,441376,34,49,45
18,236,247059,51,34,76
18,18,999370,0,71,45
54,13,6478,32,43,59
50,476,90585,16,73,45
54,986,6478,55,74,97
41,692,999370,7,44,45
39,237,6478,32,73,56
45,237,442692,39,58,74
54,614,847719,9,65,69
54,993,103503,8,72,61
41,172,561370,74,43,45
22,13,461906,10,32,49
54,278,754644,74,26,45
27,13,563730,71,0,78
48,967,210633,37,74,48
22,725,143106,9,29,45
28,525,999370,59,74,98
18,141,820388,21,33,61
30,232,88104,8,0,45
18,140,255625,0,74,45
35,275,355937,0,62,87
18,993,17125,73,58,45
18,85,977201,29,74,68
38,993,556575,74,74,45
43,708,6478,11,51,81
47,423,530669,35,58,47
46,17,200517,12,69,60
39,421,6478,69,74,45
54,590,484520,19,74,54
54,13,6478,8,50,45
42,50,6478,64,6,47
18,993,6478,37,74,98
47,832,384519,48,44,76
43,993,999370,52,0,45
36,583,371818,74,58,73
24,993,6478,15,45,45
49,469,957636,39,74,45
54,426,911276,6,0,45
31,973,789158,74,69,45
41,79,471018,11,12,45
18,731,547101,70,74,98
54,680,490832,41,74,73
43,993,376193,0,74,45
54,676,701103,52,58,75
18,993,6478,0,1,98
30,44,999370,61,62,45
28,993,999370,52,71,51
24,113,646560,0,74,45
29,13,616040,51,6,98
40,993,999370,9,74,45
43,550,635793,12,74,45
47,13,6478,14,26,69
32,13,720687,17,56,60
46,13,874157,6,47,45
21,107,576546,74,74,76
32,897,203249,47,74,52
47,199,6478,0,74,45
52,611,999370,4,74,45
29,571,458015,74,49,55
45,931,322510,45,21,49
50,33,522256,0,33,45
18,277,6478,0,48,45
54,993,597074,8,59,45
47,993,137037,61,66,92
48,993,999370,10,0,45
18,993,322010,74,74,77
44,366,677895,74,74,74
39,13,589172,0,0,68
46,13,267162,35,60,76
46,266,626701,0,0,45
43,13,68117,31,74,57
54,795,6478,0,57,45
21,293,475300,32,68,45
18,219,14812,21,74,51
18,602,480990,56,0,45
33,188,208633,47,55,88
39,319,81195,57,48,49
30,13,999370,9,34,64
44,38,6478,74,32,75
54,38,6478,7,70,71
51,182,775402,35,22,63
54,13,687385,0,0,45
41,13,614735,15,3,76
27,993,615516,74,41,52
54,537,6478,36,74,74
27,993,6478,33,74,98
28,312,725809,0,64,45
54,993,277193,0,0,62
33,404,6478,61,70,57
28,443,876535,74,42,78
50,13,480162,0,65,45
29,691,653283,67,50,45
18,13,999370,0,0,45
27,128,889991,18,48,45
29,993,355543,57,74,45
42,439,6478,31,71,75
54,992,999370,18,65,49
49,459,649319,0,36,65
18,719,724535,66,74,50
47,993,6478,74,72,81
49,13,533864,0,74,69
37,545,154046,74,59,48
25,34,409845,19,70,75
41,67,6478,48,0,98
28,631,616250,24,7,64
31,993,643591,16,22,77
24,896,999370,70,7,45
41,732,6478,36,30,60
54,548,646022,39,72,98
46,140,124815,29,40,60
49,993,6478,32,56,78
38,213,126531,9,66,45
54,358,260454,45,44,77
18,678,718109,0,57,64
47,619,332370,47,11,48
27,249,473657,73,28,65
54,13,296366,10,74,66
25,670,719388,74,74,66
35,496,499326,0,74,45
54,181,6478,66,74,45
40,736,16763,17,59,67
54,13,291568,47,41,64
44,993,257783,74,69,51
48,993,248093,15,74,77
53,13,717534,0,0,74
54,993,20126,53,49,61
42,669,999370,24,74,63
39,147,189307,38,23,65
18,979,145992,12,74,98
30,523,332456,0,74,52
48,993,6478,38,74,46
31,184,283176,74,55,45
54,13,727837,19,0,52
50,993,253627,74,74,45
41,993,506323,40,74,76
34,13,6478,35,73,82
40,578,585182,30,74,47
54,13,6478,0,74,45
46,402,6478,6,74,69
54,554,999370,45,0,45
42,486,784555,43,29,45
54,13,371162,20,0,45
48,161,717458,41,14,50
34,13,616466,0,74,51
54,431,999370,0,66,45
54,823,546523,35,45,45
54,13,999370,11,3,45
45,13,351078,8,74,45
18,479,376257,18,74,63
54,324,476636,0,74,45
34,13,645272,20,59,45
38,993,266813,0,74,45
54,506,6478,19,51,70
32,500,479596,53,0,85
54,349,563175,74,70,77
44,566,739992,72,54,45
54,642,491511,37,0,45
40,602,6478,74,74,45
26,261,984828,39,53,68
54,993,270071,56,74,64
54,13,769792,12,45,70
52,993,277096,28,74,46
44,563,281616,16,0,74
54,13,6478,52,37,45
18,389,503250,0,74,45
46,993,6478,0,74,57
54,138,6478,42,10,45
54,13,6478,24,68,57
18,993,999370,74,57,65
52,594,427027,67,53,57
47,993,737325,74,50,71
18,221,681420,22,59,45
48,13,307296,36,74,72
18,614,703245,15,74,46
23,288,245006,74,69,98
18,497,719144,0,22,45
29,25,6478,0,73,65
54,13,618082,0,60,45
54,374,22861,42,74,45
26,172,999370,0,74,58
26,602,6478,0,74,45
18,331,223449,31,74,45
53,625,829051,24,65,67
33,993,6478,25,74,59
47,316,6478,0,74,72
54,13,6478,0,74,75
47,971,129643,46,74,71
52,642,6478,73,74,77
43,13,489438,40,55,84
40,13,999370,62,2,51
40,806,819164,74,41,45
54,13,179713,47,55,98
43,574,426128,31,66,48
47,116,999370,13,7,98
54,13,6478,22,60,45
46,559,999370,74,0,76
45,13,6478,27,74,93
22,13,697016,27,52,45
54,202,791216,0,40,45
18,390,474478,23,4,45
22,13,188276,22,74,45
23,804,395330,59,74,45
48,58,6478,0,56,45
18,613,227026,11,74,45
48,522,99103,26,66,45
37,138,438091,25,74,90
22,993,540987,0,73,70
44,668,626223,54,44,78
41,993,382075,44,71,47
25,213,140222,64,74,71
40,993,6478,48,74,45
18,486,999370,44,25,50
18,13,999370,6,74,45
54,359,6478,28,67,78
46,112,999370,0,74,48
40,13,999370,0,74,45
48,461,164516,72,74,98
18,229,230170,74,71,45
52,700,224120,23,74,45
31,344,949031,0,74,45
40,993,999370,0,0,67
54,953,182276,21,40,57
39,13,503499,0,19,45
24,13,556048,7,7,45
31,993,719316,6,74,51
18,327,230987,0,74,45
47,993,669733,48,63,45
19,428,668189,68,63,54
51,13,398688,0,67,45
54,659,536341,68,55,72
45,13,999370,74,74,45
21,518,570564,48,74,50
54,13,999370,74,12,48
54,274,6478,0,62,45
21,604,546851,52,47,45
40,13,123376,0,69,90
21,733,303858,44,73,71
47,993,570561,55,74,98
40,447,248323,31,74,53
48,993,95042,60,74,69
54,699,524404,26,0,67
35,311,241508,0,74,45
46,63,999370,43,72,78
40,157,187637,74,70,94
40,343,335434,13,54,45
18,993,654164,66,59,64
54,763,662312,55,0,55
45,613,6478,74,74,54
18,949,999370,27,26,45
52,13,6478,54,74,62
54,662,166022,0,64,77
25,80,250394,74,35,75
40,669,109521,47,74,48
29,819,781635,31,74,45
18,993,847932,74,74,45
54,712,407713,49,74,45
22,101,386830,0,18,45
52,895,430776,19,55,45
27,829,450132,37,74,74
54,35,88620,0,62,73
54,993,6478,0,73,53
36,821,998001,27,74,51
46,13,6478,6,74,45
54,187,999370,20,74,52
54,948,304946,30,0,74
54,269,526527,17,0,67
54,783,6478,18,5,45
54,993,142381,50,0,45
34,332,669582,52,72,98
30,13,276786,10,74,45
54,342,708024,15,65,45
35,993,710934,0,21,45
27,403,375931,69,34,75
32,13,152369,0,74,49
42,617,506679,13,0,45
18,495,6478,65,74,45
54,191,524685,39,74,98
54,818,297669,24,0,46
29,13,49655,56,74,45
26,350,798259,47,74,45
49,421,648013,64,32,98
54,13,487456,28,59,57
18,137,607010,0,59,45
54,110,838942,0,64,45
31,13,478220,7,68,61
38,993,6478,0,74,73
45,560,999370,30,60,45
46,13,476554,14,0,45
18,13,27823,16,0,63
31,842,999370,28,69,60
18,73,365795,32,53,45
45,651,999370,63,74,57
54,360,999370,74,18,59
37,232,6478,14,74,81
18,350,6478,21,47,45
40,287,999370,10,44,45
45,993,6478,0,43,95
53,764,999370,50,74,70
23,13,999370,0,0,69
18,22,683402,40,45,96
29,13,389754,39,8,70
18,13,999370,0,45,71
54,13,589290,11,49,77
54,13,655811,0,74,87
51,309,6478,29,67,45
24,993,649917,0,16,45
43,993,280129,37,74,45
44,479,999370,61,74,45
22,587,344411,56,74,45
54,506,580423,72,74,45
48,718,6478,41,74,45
39,125,668522,29,74,45
18,666,726477,28,4,63
18,93,129777,13,39,45
22,208,999370,47,28,45
48,451,6478,74,0,69
54,221,600880,55,45,45
39,600,575724,37,57,45
27,167,999370,0,33,61
43,191,523721,20,0,45
18,85,562632,29,73,45
46,290,635594,74,0,61
45,993,999370,73,71,85
45,993,647547,54,74,45
30,742,560162,0,0,47
18,538,682017,0,74,49
33,705,482369,72,9,54
48,354,313425,13,44,48
54,984,128167,47,74,98
44,993,762589,0,27,45
18,993,999370,74,74,57
46,530,637680,74,24,45
18,794,999370,0,54,55
54,655,893992,74,17,98
36,13,335748,0,71,45
54,993,351497,57,24,45
18,661,391831,51,35,78
18,649,660289,49,0,85
54,97,57467,28,17,45
46,102,216907,0,73,45
41,993,470903,54,31,55
54,558,6478,12,58,45
54,13,279032,0,74,45
54,993,129283,0,0,75
53,863,110019,67,56,64
18,993,218803,57,25,45
46,736,999370,43,0,45
54,885,999370,13,13,88
44,439,490914,44,0,45
48,467,6478,8,0,45
48,202,6478,26,67,51
18,617,6478,61,74,49
40,240,467361,26,54,50
43,526,86516,73,59,45
19,124,999370,35,74,45
30,326,249386,1,74,97
54,721,999370,27,36,72
45,104,471867,3,41,78
35,13,6478,72,0,71
18,114,686660,0,0,45
18,13,268108,61,43,87
44,13,215932,74,29,96
18,993,631106,41,0,97
54,369,6478,28,74,45
54,993,270331,0,74,45
44,993,620696,47,42,56
48,418,219440,56,68,48
54,299,6478,36,49,64
49,993,693057,19,34,78
43,472,6478,12,73,45
44,371,6478,0,56,62
54,530,999370,74,38,49
47,13,999370,32,45,75
20,639,999370,52,61,78
47,13,41654,35,65,69
18,400,237357,34,58,93
37,930,6478,0,0,45
28,704,999370,62,3,64
43,492,533804,74,73,65
54,393,782973,69,0,75
54,516,6478,32,66,50
54,257,771331,16,56,45
51,219,6478,58,7,75
47,92,694724,0,57,98
21,993,411523,74,74,70
54,993,474720,52,74,71
25,993,999370,6,59,45
31,755,518925,66,0,61
51,993,653951,3,0,61
18,13,672658,35,0,45
41,491,71921,16,74,45
34,816,719446,32,0,45
31,993,294489,4,74,45
54,13,999370,63,45,78
54,13,243555,33,60,75
27,993,451430,42,35,59
54,731,249166,0,67,45
42,80,671166,23,63,45
27,110,999370,12,74,98
18,396,6478,15,72,82
54,544,272662,74,74,66
54,353,434621,32,74,54
35,68,505590,8,68,45
54,453,913555,31,61,47
44,966,588637,33,54,98
24,415,443531,16,74,98
54,348,727094,39,72,59
31,993,445376,33,0,45
27,920,718439,49,1,64
54,652,6478,38,48,59
54,463,200314,0,33,77
46,845,458399,71,18,67
54,13,304563,0,74,45
33,135,283674,0,74,45
54,280,275100,36,74,46
47,993,157725,74,6,45
24,527,724745,70,21,45
47,13,994495,34,18,87
25,693,6478,52,74,45
45,530,485133,57,39,45
54,43,95651,12,41,45
41,641,312892,53,74,98
40,855,950524,8,72,98
46,338,82535,0,39,45
35,919,999370,58,39,61
18,732,885632,70,23,45
35,13,999370,31,44,47
37,13,6478,13,74,98
47,993,663136,41,35,45
54,486,6478,0,74,49
18,438,489381,74,74,68
54,993,232668,72,32,81
54,263,283740,2,55,62
47,993,6478,33,74,68
35,434,933314,62,74,45
52,993,83398,10,74,45
43,560,653459,0,67,53
34,13,427374,74,56,60
21,845,779562,0,63,45
43,278,275708,33,74,69
33,638,6478,0,0,60
52,993,190515,0,16,45
49,657,667844,73,36,45
54,725,301315,32,74,45
18,504,6478,59,74,45
54,993,999370,39,74,91
46,993,539238,35,48,45
39,473,607168,64,74,58
33,811,471267,16,74,45
46,631,425040,17,74,71
54,546,184717,11,74,45
19,310,51384,54,74,81
54,13,6478,6,64,69
32,13,242486,22,70,45
21,49,467635,0,0,98
18,13,6478,0,6,93
54,993,6478,15,25,86
42,68,453853,15,74,45
18,561,276616,25,37,45
18,13,546403,50,74,45
41,520,399340,0,72,45
43,773,279584,10,73,45
21,666,940944,58,56,52
54,993,999370,74,36,51
37,48,410274,0,74,45
18,381,506730,29,13,45
46,13,105064,10,55,60
26,916,324965,63,73,63
18,887,596830,16,51,45
38,412,6478,0,66,73
41,461,6478,0,45,85
25,993,949463,71,0,50
21,993,999370,18,43,62
18,315,999370,37,74,45
18,84,336722,7,28,45
41,857,153736,41,43,68
41,44,342363,0,23,45
31,13,410752,9,34,45
27,588,6478,44,64,64
42,709,125550,59,36,71
27,288,69214,40,74,71
42,867,162390,13,45,45
54,563,971196,30,74,98
31,993,740181,44,0,45
20,505,307507,53,74,72
54,605,784980,49,0,73
46,993,585695,52,29,81
54,573,6478,55,72,61
30,734,132105,0,74,88
37,789,976003,45,37,45
54,993,286515,27,66,62
49,993,648399,25,56,45
26,960,722031,49,37,55
54,77,17013,0,11,60
21,993,257574,74,74,45
28,306,385989,35,67,63
47,538,132546,43,59,45
48,529,160278,7,74,62
54,202,492367,6,0,45
40,732,58818,35,1,59
20,993,812605,0,72,67
35,691,852357,17,14,58
18,993,624636,74,69,60
18,13,380820,0,64,75
31,372,689835,54,50,53
54,585,474850,6,65,53
54,13,518907,10,28,45
41,76,6478,43,74,45
41,993,585706,26,74,45
54,13,390265,0,0,66
47,986,929548,23,74,76
50,993,6478,15,40,64
18,107,584342,69,37,45
21,426,572842,55,44,97
43,429,517352,0,74,98
47,326,476637,72,0,94
41,118,6478,24,74,45
47,993,6478,49,37,55
27,547,450799,74,69,65
19,13,178406,59,33,50
47,13,6478,50,73,73
54,154,999370,74,74,78
44,993,543685,74,0,79
51,16,740997,25,63,65
37,13,750586,31,73,98
25,497,6478,11,74,45
38,793,862163,44,74,77
54,73,244881,74,0,75
54,13,6478,11,13,45
32,255,6478,74,74,77
51,13,6478,26,0,93
40,558,160050,54,74,60
46,993,999370,61,32,53
19,162,513603,0,40,45
21,153,129525,7,60,56
47,618,816006,23,0,52
34,78,407253,22,6,65
18,644,882056,41,27,87
44,253,387464,20,74,60
40,106,999370,0,38,45
40,13,719527,0,44,69
46,469,464355,59,74,72
54,13,999370,0,74,60
25,638,556812,49,74,78
54,329,123190,37,46,73
54,712,329517,34,60,45
54,202,999370,40,0,45
36,703,511069,54,74,63
18,993,400988,13,74,45
37,13,314222,0,67,45
22,620,69964,66,0,45
54,993,497419,74,0,98
21,421,758763,7,69,46
40,99,6478,47,23,45
39,562,6478,18,38,45
49,71,670735,40,56,98
27,13,6478,50,65,78
40,13,202367,25,0,73
34,13,6478,14,74,98
23,161,638837,8,0,45
36,791,741515,43,0,51
54,969,304439,22,50,45
54,993,6478,9,62,98
54,993,538666,19,67,61
18,33,452196,10,21,63
18,993,719097,11,68,45
54,127,6478,0,74,45
54,160,499414,0,31,45
21,887,712830,12,29,45
54,543,6478,14,0,68
54,720,182817,7,17,61
36,480,731085,8,74,45
40,385,630750,11,74,45
54,13,71924,36,74,98
32,221,238025,23,74,45
49,13,6478,29,71,49
30,934,912764,74,16,55
20,683,591110,0,26,45
48,407,192661,33,72,45
24,618,85265,9,74,65
28,993,6478,43,74,45
30,392,6478,71,65,84
38,111,411134,18,74,63
41,588,6478,0,28,45
54,894,474809,74,19,45
44,684,221976,38,38,45
40,993,519088,71,74,58
44,614,6478,74,42,45
39,418,999370,17,10,59
43,993,183022,74,60,45
35,993,6478,45,74,49
46,91,6478,30,22,48
54,390,54509,8,72,45
26,116,575345,6,67,45
40,335,536762,74,25,91
48,464,719394,27,45,45
54,130,520473,45,74,57
18,993,999370,43,49,82
27,97,330896,44,0,47
48,993,227188,74,9,45
28,267,337999,18,74,61
54,13,6478,0,37,94
40,80,78007,27,73,98
18,494,296967,29,74,60
32,406,462071,23,61,45
54,227,464996,36,7,74
38,993,70102,39,74,70
49,181,652326,5,34,45
43,841,173976,47,36,62
34,127,384564,48,60,58
44,258,732525,74,41,53
30,13,214686,0,57,58
32,981,542684,9,37,45
43,13,97352,74,0,72
41,439,6478,21,15,45
43,683,999370,43,21,49
54,13,650631,47,63,45
36,25,6478,0,74,58
26,993,694182,58,0,63
24,852,232446,18,74,75
18,960,6478,35,74,77
37,575,999370,61,0,48
54,795,6478,12,74,65
35,360,6478,0,59,45
48,324,229368,35,55,45
54,546,6478,2,65,45
29,90,581812,15,65,45
54,383,6478,31,46,66
47,23,222956,0,74,45
54,993,545003,33,68,98
23,13,628809,0,74,45
54,13,945375,0,46,60
54,13,857998,31,5,45
54,993,6478,0,69,74
25,436,223932,39,15,45
35,223,152587,31,0,70
18,107,571236,74,12,67
52,203,382894,18,74,72
47,579,737061,61,0,98
54,13,182546,46,74,45
18,67,999370,28,38,45
34,825,866354,3,34,45
44,322,262134,16,73,55
18,13,999370,23,36,54
46,993,21980,0,74,66
54,230,164841,20,74,46
54,13,6478,0,74,46
20,993,387084,74,74,66
54,244,176901,0,74,45
35,642,690553,54,39,45
35,296,519944,0,26,45
48,445,771326,30,59,81
18,993,734416,45,27,62
23,629,189120,58,74,45
18,442,999370,10,36,70
33,609,159007,17,72,48
18,668,999370,25,22,45
48,13,120297,44,72,45
48,993,334940,35,74,45
44,993,106075,74,31,45
45,993,278874,74,69,73
46,13,20521,30,74,68
35,993,6478,45,74,98
23,496,127132,0,74,45
37,13,881329,16,39,69
35,736,537487,25,46,53
37,993,564198,59,50,45
54,684,776478,16,33,80
47,21,999370,0,0,79
19,556,254117,74,69,45
54,13,569322,14,26,79
45,487,999370,50,53,45
41,993,486381,74,54,49
41,13,658679,46,33,74
38,479,598451,40,0,71
54,564,691660,9,0,45
36,993,697149,45,49,53
25,993,580992,60,74,62
25,173,6478,41,72,76
54,993,6478,14,64,66
18,13,676804,22,10,85
18,993,999370,53,42,45
21,198,733126,0,35,93
54,414,6478,69,74,45
33,13,6478,0,74,56
51,13,401899,0,63,45
43,335,363346,41,24,63
40,860,6478,72,59,98
42,993,6478,14,71,45
52,13,317345,38,74,67
20,942,368670,9,74,61
41,820,6478,40,12,57
46,118,999370,14,74,61
37,712,999370,12,70,57
35,368,99749,52,74,45
18,993,529406,33,74,45
47,993,23447,74,9,47
33,367,261067,0,74,45
54,199,999370,0,0,77
48,737,703955,35,21,73
18,682,218284,8,19,76
32,13,500055,20,74,85
54,597,75104,8,74,59
42,13,647419,0,58,45
54,993,6478,30,63,50
44,981,6478,48,74,45
52,166,6478,66,74,70
47,670,523023,74,32,98
54,362,181173,6,28,98
45,13,6478,0,74,49
38,159,282735,28,49,83
41,993,511863,63,74,75
50,672,999370,52,74,45
20,388,784224,32,74,54
50,290,201107,17,3,90
42,540,6478,0,74,51
54,13,999370,29,23,47
52,296,999370,28,71,98
54,647,6478,43,74,50
21,13,999370,0,71,46
38,541,653289,32,74,45
54,233,6478,67,74,56
23,13,999370,33,0,81
42,993,369314,63,74,77
54,838,533652,15,2,45
41,741,675660,37,47,45
30,13,6478,2,74,98
38,185,953819,35,74,89
35,566,160628,74,47,70
46,300,316751,7,44,62
41,993,301886,70,46,90
18,144,6478,15,74,65
43,888,150380,62,74,59
54,130,513711,24,36,45
18,993,310494,51,74,49
54,301,643254,14,0,45
38,272,999370,41,0,45
18,993,999370,45,74,45
53,222,406119,38,4,49
54,53,114923,26,23,45
27,993,6478,22,73,62
18,572,999370,74,47,45
52,809,999370,0,14,45
44,314,688269,57,67,68
45,226,6478,0,74,62
54,13,237301,50,74,81
27,993,708840,40,74,45
54,886,308716,74,74,88
18,13,137016,42,7,60
39,586,6478,54,74,53
18,436,692106,0,74,45
54,350,6478,3,59,69
35,21,6478,0,64,45
24,319,238804,12,74,45
47,408,389592,50,57,45
43,993,510501,32,32,57
38,64,311071,6,0,47
